job_id,job_title,job_category,level,min_salary,max_salary,min_exp,max_exp,soft_skill,hard_skill,interest,education
162,Architectural Visualizer,Creative,Mid,45000,75000,2,5,Creativity|Technical Understanding|Attention to Detail|Communication|Problem Solving|Spatial Thinking,3D Modeling|Adobe Photoshop|Architecture|Photography|Graphic Design|Solidity,Data Visualization|3D Design|System Architecture|Design|Visual Art,Bachelor's in Architecture|Bachelor's in 3D Animation|Bachelor's in Digital Media
163,Franchise Operations Manager,Business,Senior,60000,90000,4,8,Leadership|Communication|Problem Solving|Organization|Strategic Thinking|Adaptability|Decision Making,Hospitality Management|Operations Management|Performance Management|Security Compliance|Model Training|Product Development,Team Management|Business Operations|Sales Strategy|Training & Development|Operations Management,Bachelor's in Business Administration|Bachelor's in Management|Master's in Business Administration
164,Costume Designer,Creative,Mid,40000,65000,2,5,Creativity|Attention to Detail|Communication|Technical Understanding|Problem Solving|Research,UX Design|Merchandising|Programming|Brand Development|Merchandising|Sketch,Character Design|Fashion|Theater|Film|Fashion,Bachelor's in Fashion Design|Bachelor's in Fashion Design|Bachelor's in Theater Arts
165,Corporate Finance Manager,Business,Senior,70000,105000,4,8,Leadership|Analytical Thinking|Communication|Problem Solving|Strategic Thinking|Decision Making|Organization,Financial Analysis|Budgeting|Forecasting|SEM|Accounting|Risk Management,Corporate Finance|Financial Planning|Investment Analysis|Business Strategy|Capital Markets,Master's in Finance|Bachelor's in Finance|Master's in Business Administration
166,Algorithmic Trader,Technology,Senior,80000,130000,4,8,Analytical Thinking|Problem Solving|Technical Understanding|Research|Attention to Detail|Critical Thinking|Decision Making,Market Analysis|Statistical Analysis|Python|Financial Modeling|Statistical Analysis|Machine Learning,Financial Markets|Finance|Algorithm Design|Financial Markets|Data Science,Master's in Finance|Bachelor's in Computer Science|Master's in Finance
167,Copywriter,Creative,Mid,40000,65000,1,5,Creativity|Communication|Attention to Detail|Research|Adaptability|Problem Solving,Copywriting|Content Creation|SEO|Brand Messaging|Social Media Marketing|Video Editing,Advertising|Creative Writing|Marketing|Brand Management|Content Strategy,Bachelor's in English|Bachelor's in Marketing|Bachelor's in Communications
168,Nonprofit Program Manager,Business,Mid,45000,70000,3,7,Leadership|Communication|Organization|Empathy|Problem Solving|Relationship Building|Adaptability,Programming|Benefits Administration|Campaign Management|Budgeting|Stakeholder Management|Risk Assessment,Nonprofit Management|Social Impact|Community Development|Software Development|Philanthropy,Bachelor's in Management|Master's in Business Administration|Bachelor's in Sociology
169,Neural Network Researcher,Technology,Senior,75000,115000,4,8,Research|Problem Solving|Analytical Thinking|Communication|Critical Thinking|Technical Understanding|Creativity,Neural Networks|Deep Learning|Python|User Research|Copywriting|Data Analysis,Neural Networks|AI|Deep Learning|Computational Neuroscience|Machine Learning,PhD in Computer Science|Master's in Machine Learning|PhD in Computational Science
170,Game Artist,Creative,Mid,45000,75000,2,5,Creativity|Attention to Detail|Technical Understanding|Communication|Problem Solving|Adaptability,3D Modeling|Graphic Design|Graphic Design|Animation|Environmental Management|Photography,Game Art|Character Design|Visual Storytelling|Animation|Visual Art,Bachelor's in Game Art|Bachelor's in Digital Media|Bachelor's in Animation
171,Sports Marketing Manager,Business,Mid,55000,85000,3,7,Communication|Strategic Thinking|Creativity|Problem Solving|Relationship Building|Organization|Adaptability,Content Marketing|Campaign Management|Campaign Management|Tourism Planning|Social Media Marketing|Brand Messaging,Marketing|Brand Management|Marketing|Marketing|Creativity,Bachelor's in Marketing|Bachelor's in Marketing|Bachelor's in Sports Management
172,IoT Security Specialist,Technology,Mid,65000,95000,3,7,Problem Solving|Technical Understanding|Analytical Thinking|Attention to Detail|Communication|Research,Authentication Systems|Network Security|Security Architecture|Vulnerability Assessment|Security Architecture|Penetration Testing,IoT|Cybersecurity|System Architecture|Network Security|Security,Bachelor's in Cybersecurity|Bachelor's in Computer Engineering|Master's in Cybersecurity
173,Editorial Designer,Creative,Mid,45000,70000,2,5,Creativity|Attention to Detail|Communication|Problem Solving|Organization|Technical Understanding,UX Design|Typography|Layout Design|Manufacturing Processes|Adobe InDesign|Digital Marketing,Editorial Design|Publishing|Typography|Visual Communication|Digital Media,Bachelor's in Graphic Design|Bachelor's in Visual Communication|Bachelor's in Journalism
174,Healthcare Consultant,Business,Senior,70000,110000,4,8,Strategic Thinking|Communication|Analytical Thinking|Problem Solving|Industry Knowledge|Research|Leadership,Business Analysis|Process Improvement|Regulatory Compliance|Data Analysis|Change Management|Healthcare Software,Healthcare Management|Health Policy|Medical Administration|Business Strategy|Healthcare Innovation,Master's in Healthcare Administration|Bachelor's in Healthcare Management|Bachelor's in Healthcare Management
175,Blockchain Architect,Technology,Senior,80000,125000,4,8,Strategic Thinking|Technical Understanding|Problem Solving|Communication|Analytical Thinking|Research|Vision,Architecture|Authentication Systems|Cryptography|Contract Negotiation|AI Algorithms|Network Security,Blockchain Technology|Cryptocurrency|Distributed Systems|Finance|Cybersecurity,Master's in Computer Science|Bachelor's in Software Engineering|Master's in Information Technology
176,Animation Director,Creative,Senior,65000,95000,4,8,Creativity|Leadership|Communication|Problem Solving|Vision|Technical Understanding|Decision Making,Animation|Storyboarding|Storyboarding|Storyboarding|Project Management|Manufacturing Processes,Animation|Visual Storytelling|Film|Creative Direction|Animation,Bachelor's in Animation|Master's in Theater Arts|Bachelor's in Fine Arts
177,Mergers & Acquisitions Analyst,Business,Senior,70000,110000,4,8,Analytical Thinking|Communication|Problem Solving|Attention to Detail|Critical Thinking|Research|Strategic Thinking,Financial Modeling|Budgeting|Real Estate Valuation|Contract Negotiation|Financial Analysis|Manufacturing Processes,Mergers & Acquisitions|Corporate Finance|Investment Banking|Business Strategy|Capital Markets,Master's in Finance|Bachelor's in Finance|Master's in Business Administration
178,Applied Cryptographer,Technology,Senior,75000,115000,4,8,Problem Solving|Analytical Thinking|Technical Understanding|Attention to Detail|Communication|Research|Critical Thinking,Cryptography|Authentication Systems|AI Algorithms|Programming|Programming|Penetration Testing,Security|Information Security|Algorithm Design|Mathematics|Security,PhD in Computational Science|Master's in Computer Science|Bachelor's in Mathematics
179,Exhibit Designer,Creative,Mid,45000,70000,2,5,Creativity|Technical Understanding|Spatial Thinking|Communication|Problem Solving|Attention to Detail,UX Design|Sketch|Urban Planning|3D Modeling|UI Design|CSS,Design|Art|Design|User Experience|Visual Storytelling,Bachelor's in Product Design|Bachelor's in Interior Design|Bachelor's in Architecture
180,Quantum Software Engineer,Technology,Senior,80000,125000,4,8,Problem Solving|Technical Understanding|Analytical Thinking|Research|Communication|Attention to Detail|Critical Thinking,Programming|AI Algorithms|Python|C++|Reinforcement Learning|Programming,Quantum Computing|Software Development|Algorithm Design|Physics|Computational Science,Master's in Computational Science|Bachelor's in Computer Science|PhD in Physics
181,Retail Operations Manager,Business,Mid,50000,80000,3,7,Leadership|Communication|Problem Solving|Organization|Decision Making|Adaptability|Attention to Detail,Retail Operations|Employee Relations|Inventory Management|Sales Techniques|Customer Acquisition|Merchandising,Sales Strategy|Operations Management|Customer Experience|Sales|Visual Art,Bachelor's in Retail Management|Bachelor's in Business Administration|Bachelor's in Marketing
182,Computer Vision Researcher,Technology,Senior,75000,115000,4,8,Research|Problem Solving|Technical Understanding|Analytical Thinking|Communication|Attention to Detail|Critical Thinking,Computer Vision|Deep Learning|Image Recognition|Python|User Research|Data Analysis,Computer Vision|AI|Computer Vision|Machine Learning|Pattern Recognition,PhD in Computer Science|Master's in Computer Science|Bachelor's in Electrical Engineering
183,Digital Transformation Consultant,Business,Senior,75000,115000,4,8,Strategic Thinking|Communication|Problem Solving|Leadership|Technical Understanding|Change Management|Analytical Thinking,Digital Marketing|Change Management|Process Improvement|Usability Testing|Product Roadmapping|Stakeholder Management,Digital Transformation|Business Strategy|Technology|Organizational Development|Product Management,Master's in Business Administration|Bachelor's in Information Systems|Master's in Information Technology
184,Autonomous Systems Engineer,Technology,Senior,80000,120000,4,8,Problem Solving|Technical Understanding|Analytical Thinking|Communication|Research|Attention to Detail|Critical Thinking,AI Algorithms|Reinforcement Learning|Security Monitoring|Machine Learning|Computer Vision|Urban Planning,Robotics|Robotics|AI|Software Systems|Robotics,Master's in Artificial Intelligence|PhD in Artificial Intelligence|Bachelor's in Mechanical Engineering
185,Sales Director,Business,Senior,80000,125000,5,10,Leadership|Communication|Relationship Building|Strategic Thinking|Negotiation|Problem Solving|Decision Making,Sales Techniques|Project Management|Supply Chain Management|Forecasting|Vendor Management|Market Analysis,Sales|Business Development|Sales|Sales Strategy|Client Relations,Bachelor's in Business Administration|Bachelor's in Retail Management|Master's in Business Administration
186,Computational Biologist,Technology,Senior,70000,110000,4,8,Analytical Thinking|Problem Solving|Research|Technical Understanding|Communication|Attention to Detail|Critical Thinking,Machine Learning|Statistical Analysis|Machine Learning|Python|R|Data Analysis,Computational Biology|Bioinformatics|Genomics|Data Science|Medical Research,PhD in Computational Science|Master's in Biology|Bachelor's in Biology
187,Video Game Producer,Creative,Senior,65000,95000,4,8,Leadership|Communication|Problem Solving|Organization|Decision Making|Creativity|Time Management,Product Development|Project Management|Agile|Scrum|Budgeting|Product Lifecycle Management,Game Development|Project Management|Creativity|Team Leadership|Digital Media,Bachelor's in Game Development|Bachelor's in Project Management|Bachelor's in Computer Science
188,Revenue Cycle Manager,Business,Mid,55000,85000,3,7,Leadership|Analytical Thinking|Communication|Problem Solving|Attention to Detail|Organization|Decision Making,Budgeting|Medical Billing|Regulatory Compliance|Financial Analysis|Auditing|Electronic Health Records,Healthcare Management|Patient Care|Medical Administration|Financial Planning|Health Policy,Bachelor's in Healthcare Administration|Bachelor's in Finance|Bachelor's in Health Information Management
189,Mixed Reality Developer,Technology,Mid,60000,90000,3,7,Creativity|Problem Solving|Technical Understanding|Communication|Spatial Thinking|Adaptability|Attention to Detail,Solidity|Frontend Development|Trello|Trello|3D Modeling|Computer Vision,Visual Storytelling|Computer Vision|3D Graphics|3D Design|Scientific Computing,Bachelor's in Computer Science|Bachelor's in Game Development|Bachelor's in Interactive Media
190,Fashion Merchandiser,Creative,Mid,40000,65000,2,5,Trend Awareness|Communication|Analytical Thinking|Creativity|Problem Solving|Organization,Market Analysis|Retail Operations|Retail Operations|Merchandising|Inventory Management|Brand Strategy,Fashion|Sales|Fashion|Marketing|Brand Management,Bachelor's in Fashion Merchandising|Bachelor's in Retail Management|Bachelor's in Fashion Design
191,Change Management Consultant,Business,Senior,70000,105000,4,8,Communication|Leadership|Problem Solving|Empathy|Strategic Thinking|Adaptability|Organization,Change Management|Product Development|Stakeholder Management|Model Training|Process Improvement|Change Management,Organizational Development|Leadership Development|Business Operations|Workforce Planning|Organizational Psychology,Master's in Management|Bachelor's in Business Administration|Master's in Psychology
192,Quantum Optics Researcher,Technology,Senior,75000,115000,5,10,Research|Analytical Thinking|Problem Solving|Technical Understanding|Attention to Detail|Communication|Critical Thinking,Photography|Photography|UX Design|Data Analysis|Photography|User Research,Quantum Physics|Photography|Computational Physics|Physics|Quantum Physics,PhD in Physics|PhD in Physics|Master's in Physics
193,Narrative Designer,Creative,Mid,50000,80000,2,6,Creativity|Communication|Storytelling|Problem Solving|Organization|Technical Understanding,Storyboarding|User Stories|Storyboarding|Graphic Design|Shell Scripting|Storyboarding,Visual Storytelling|Game Design|Creative Writing|User Experience|Visual Storytelling,Bachelor's in Fine Arts|Bachelor's in Game Development|Master's in User Experience
194,Wealth Management Advisor,Business,Senior,65000,100000,4,8,Communication|Relationship Building|Analytical Thinking|Problem Solving|Empathy|Attention to Detail|Integrity,Financial Analysis|Investment Analysis|Property Management|Tax Preparation|Vendor Management|Procurement,Investment Management|Financial Planning|Investment Management|Financial Planning|Customer Service,Bachelor's in Finance|Bachelor's in Finance|Master's in Finance
195,Autonomous Vehicle Software Engineer,Technology,Senior,80000,120000,4,8,Problem Solving|Technical Understanding|Analytical Thinking|Communication|Attention to Detail|Research|Critical Thinking,AI Algorithms|Computer Vision|Machine Learning|Computer Vision|Urban Planning|C++,Robotics|Robotics|AI|Computer Vision|Technology,Master's in Artificial Intelligence|Bachelor's in Computer Science|PhD in Artificial Intelligence
196,Digital Sculptor,Creative,Mid,45000,75000,2,5,Creativity|Technical Understanding|Attention to Detail|Problem Solving|Spatial Thinking|Communication,3D Modeling|Adobe XD|Solidity|Model Training|Architecture|Graphic Design,3D Graphics|Character Design|Art|Game Art|Visual Effects,Bachelor's in 3D Animation|Bachelor's in Illustration|Bachelor's in Fine Arts
197,International Trade Specialist,Business,Mid,50000,80000,3,7,Communication|Analytical Thinking|Problem Solving|Cultural Awareness|Research|Negotiation|Attention to Detail,Regulatory Compliance|Manufacturing Processes|Supply Chain Management|Security Compliance|Financial Analysis|Logistics,Global Business|Global Business|Supply Chain|Global Business|Supply Chain,Bachelor's in International Business|Bachelor's in International Business|Master's in International Business
198,Artificial Intelligence Researcher,Technology,Senior,75000,120000,4,8,Research|Problem Solving|Analytical Thinking|Communication|Critical Thinking|Technical Understanding|Creativity,AI Algorithms|Machine Learning|Neural Networks|User Research|Python|Copywriting,Computational Intelligence|Machine Learning|Deep Learning|Computational Intelligence|Research,PhD in Computer Science|PhD in Artificial Intelligence|Master's in Machine Learning
199,User Experience Writer,Creative,Mid,45000,70000,2,5,Communication|Empathy|Creativity|Attention to Detail|Problem Solving|Research,UX Design|Microservices|Content Marketing|User Research|Architecture|CSS,User Experience|Design|Digital Content|Information Design|Technical Communication,Bachelor's in English|Bachelor's in Communications|Bachelor's in Industrial Design
200,Pharmaceutical Sales Manager,Business,Senior,70000,110000,4,8,Leadership|Communication|Relationship Building|Strategic Thinking|Problem Solving|Industry Knowledge|Decision Making,Pharmaceutical Research|Project Management|Sales Techniques|Healthcare Software|CRM|Identity Management,Pharmaceuticals|Sales|Healthcare|Business Development|Medical Science,Bachelor's in Business Administration|Bachelor's in Pharmacy|Bachelor's in Biology
201,Robotics Vision Engineer,Technology,Senior,75000,115000,4,8,Problem Solving|Technical Understanding|Analytical Thinking|Communication|Attention to Detail|Research|Critical Thinking,Computer Vision|Computer Vision|Machine Learning|Security Monitoring|Image Recognition|C++,Computer Vision|Robotics|AI|Machine Learning|Automation,Master's in Machine Learning|Bachelor's in Computer Science|PhD in Artificial Intelligence
202,Editorial Illustrator,Creative,Mid,40000,65000,2,5,Creativity|Communication|Attention to Detail|Problem Solving|Technical Understanding|Adaptability,Illustration|Adobe XD|Sketch|Programming|Storyboarding|Graphic Design,Illustration|Visual Art|Visual Storytelling|Publishing|Design,Bachelor's in Illustration|Bachelor's in Fine Arts|Associate's in Graphic Design
203,Hospitality Manager,Business,Mid,45000,70000,3,7,Leadership|Communication|Business Acumen|Problem Solving|Organization|Adaptability|Time Management,Hospitality Management|HR Management|Customer Acquisition|Accounting|Tourism Planning|Hospitality Management,Healthcare Management|Customer Experience|Database Management|Wellness|Marketing,Bachelor's in Hospitality Management|Bachelor's in Hospitality Management|Associate's in Business Administration
204,Computer Graphics Researcher,Technology,Senior,70000,110000,4,8,Research|Problem Solving|Technical Understanding|Analytical Thinking|Communication|Creativity|Attention to Detail,Graphic Design|3D Modeling|Photography|Animation|C++|User Research,Computer Graphics|3D Graphics|Visual Art|Animation|Game Design,PhD in Computer Science|Master's in Computer Science|Bachelor's in Computer Engineering
205,Art Therapist,Creative,Mid,45000,70000,2,6,Empathy|Communication|Creativity|Research|Patience|Problem Solving,Graphic Design|Risk Assessment|Urban Planning|Vendor Management|Confluence|Clinical Trials,Art|Psychology|Mental Health|Creativity|Medical Research,Master's in Fine Arts|Bachelor's in Psychology|Bachelor's in Fine Arts
206,Business Intelligence Manager,Business,Senior,70000,105000,4,8,Leadership|Analytical Thinking|Communication|Problem Solving|Strategic Thinking|Decision Making|Technical Understanding,Business Intelligence|Data Modeling|ETL|Frontend Development|SQL|Data Modeling,Enterprise Analytics|Marketing Analytics|Decision Support|Enterprise Reporting|Data Visualization,Bachelor's in Business Intelligence|Master's in Analytics|Bachelor's in Computer Science
207,Neural Interface Engineer,Technology,Senior,75000,115000,4,8,Problem Solving|Technical Understanding|Research|Analytical Thinking|Communication|Attention to Detail|Creativity,Neural Networks|Image Recognition|Machine Learning|Pharmaceutical Research|Architecture|Architecture,Neural Networks|User Interface|Medical Science|Neuroscience|Medical Devices,PhD in Biology|Master's in Artificial Intelligence|Bachelor's in Electrical Engineering
208,Technical Director,Creative,Senior,70000,105000,4,8,Leadership|Technical Understanding|Problem Solving|Communication|Decision Making|Creativity|Attention to Detail,Manufacturing Processes|Programming|Project Management|3D Modeling|Graphic Design|Animation,Technical Communication|Animation|Visual Effects|DevOps|Creativity,Bachelor's in Animation|Bachelor's in Computer Science|Master's in Information Technology
209,Computational Physicist,Technology,Senior,70000,110000,4,8,Analytical Thinking|Problem Solving|Research|Technical Understanding|Communication|Mathematical Aptitude|Attention to Detail,3D Modeling|Programming|C++|Programming|Data Analysis|Data Modeling,Computational Physics|Scientific Computing|Physics|Computational Physics|3D Design,PhD in Physics|Master's in Computational Science|Bachelor's in Physics
210,Food Stylist,Creative,Mid,40000,65000,2,5,Creativity|Attention to Detail|Technical Understanding|Problem Solving|Communication|Time Management,CSS|Photography|CSS|Hospitality Management|Motion Graphics|Color Theory,Fashion|Photography|Art|Visual Art|Publishing,Associate's in Culinary Arts|Associate's in Culinary Arts|Bachelor's in Photography
211,Financial Advisor,Business,Mid,50000,85000,3,7,Communication|Relationship Building|Analytical Thinking|Problem Solving|Integrity|Attention to Detail|Empathy,Financial Analysis|Investment Analysis|Vendor Management|Budgeting|Tax Preparation|Property Management,Financial Planning|Investment Management|Investment Management|Financial Planning|Finance,Bachelor's in Finance|Bachelor's in Finance|Bachelor's in Finance
212,Machine Learning Operations Engineer,Technology,Mid,65000,95000,3,7,Problem Solving|Technical Understanding|Communication|Analytical Thinking|Attention to Detail|Organization,Jenkins|CI/CD|Model Deployment|Google Cloud|Containerization|Security Monitoring,Machine Learning|DevOps|Cloud Computing|AI|Data Science,Bachelor's in Computer Science|Master's in Machine Learning|Bachelor's in Data Science
213,Creative Director,Creative,Senior,70000,110000,5,9,Creativity|Leadership|Communication|Vision|Strategic Thinking|Problem Solving|Decision Making,Illustration|Brand Strategy|Graphic Design|Project Management|UI Design|Programming,Creative Direction|Brand Design|Creative Leadership|Advertising|Strategic Planning,Bachelor's in Industrial Design|Master's in Fine Arts|Bachelor's in Marketing
214,Nonprofit Executive Director,Business,Senior,70000,110000,5,10,Leadership|Strategic Thinking|Communication|Organization|Problem Solving|Organization|Vision,Stakeholder Management|Budgeting|Employee Relations|Programming|Benefits Administration|Influencer Marketing,Nonprofit Management|Social Impact|Community Development|Philanthropy|Organizational Psychology,Master's in Management|Bachelor's in Business Administration|Master's in Sociology
215,Deep Reinforcement Learning Engineer,Technology,Senior,75000,115000,4,8,Problem Solving|Research|Technical Understanding|Analytical Thinking|Communication|Critical Thinking|Creativity,Reinforcement Learning|Neural Networks|Python|TensorFlow|AI Algorithms|Animation,Deep Learning|AI|Machine Learning|Robotics|AI,PhD in Machine Learning|Master's in Artificial Intelligence|Bachelor's in Computer Science
216,Digital Fabrication Designer,Creative,Mid,45000,75000,2,5,Creativity|Technical Understanding|Problem Solving|Attention to Detail|Communication|Spatial Thinking,3D Modeling|Sketch|Manufacturing Processes|Manufacturing Processes|Solidity|Prototyping,Digital Media|Product Development|Technology|Brand Storytelling|Interactive Design,Bachelor's in Industrial Design|Bachelor's in Industrial Design|Bachelor's in Architecture
217,Strategic Planning Director,Business,Senior,75000,115000,5,9,Strategic Thinking|Leadership|Communication|Problem Solving|Analytical Thinking|Decision Making|Vision,Strategic Planning|Business Analysis|Market Research|Market Analysis|Product Development|Strategic Planning,Business Strategy|Business Planning|Market Analysis|Business Development|Team Leadership,Master's in Business Administration|Bachelor's in Management|Master's in Management
218,Computational Chemist,Technology,Senior,70000,105000,4,8,Analytical Thinking|Problem Solving|Research|Technical Understanding|Communication|Attention to Detail|Critical Thinking,Pharmaceutical Research|Data Modeling|React|Programming|Data Analysis|Pharmaceutical Research,Computational Chemistry|Computational Chemistry|Pharmaceuticals|Material Science|Quantum Physics,PhD in Chemistry|Master's in Chemistry|Bachelor's in Chemistry
219,Product Photographer,Creative,Mid,40000,65000,2,5,Creativity|Technical Understanding|Attention to Detail|Communication|Problem Solving|Adaptability,Photography|Photography|Photography|CSS|Adobe Photoshop|Solidity,Photography|Photography|E-Learning|Visual Art|Photography,Bachelor's in Photography|Associate's in Photography|Bachelor's in Graphic Design
220,Tourism Development Manager,Business,Mid,50000,80000,3,7,Strategic Thinking|Communication|Relationship Building|Problem Solving|Cultural Awareness|Creativity|Organization,Tourism Planning|Content Marketing|Stakeholder Management|Market Research|Project Management|Operations Management,Environmental Management|Business Development|Marketing|Business Planning|Cinema,Bachelor's in Tourism Management|Bachelor's in Hospitality Management|Bachelor's in Tourism Management
221,Edge AI Engineer,Technology,Mid,65000,95000,3,7,Problem Solving|Technical Understanding|Analytical Thinking|Communication|Attention to Detail|Research,Google Cloud|Machine Learning|Architecture|Model Training|Big Data|HTML,AI|IoT|Machine Learning|System Architecture|Mobile Computing,Bachelor's in Computer Engineering|Master's in Machine Learning|Bachelor's in Electrical Engineering
222,Experiential Designer,Creative,Mid,50000,80000,3,7,Creativity|Technical Understanding|Communication|Problem Solving|Spatial Thinking|Empathy|Strategic Thinking,UX Design|Layout Design|Product Roadmapping|UI Design|Prototyping|3D Modeling,Design|Design|User Experience|Brand Identity|Interactive Design,Bachelor's in User Experience|Bachelor's in Architecture|Master's in User Experience
223,Export Compliance Manager,Business,Mid,55000,85000,3,7,Attention to Detail|Communication|Problem Solving|Analytical Thinking|Research|Organization|Technical Understanding,Regulatory Compliance|Security Compliance|Risk Assessment|Procurement|Confluence|Auditing,Corporate Citizenship|Global Business|Corporate Governance|Risk Management|Global Business,Bachelor's in International Business|Bachelor's in Supply Chain Management|Bachelor's in Law
224,Internet of Behaviors Specialist,Technology,Senior,70000,105000,4,8,Analytical Thinking|Problem Solving|Communication|Ethics|Research|Technical Understanding|Critical Thinking,Analytics|Data Analysis|Cloud Security|User Research|Machine Learning|Ethical Hacking,Online Education|Data Science|Psychology|Digital Content|User Experience,Master's in Data Science|Bachelor's in Psychology|Master's in User Experience
225,Environmental Graphic Designer,Creative,Mid,45000,75000,2,5,Creativity|Spatial Thinking|Communication|Technical Understanding|Problem Solving|Attention to Detail,Environmental Management|Wireframing|Logo Design|3D Modeling|Graphic Design|Computer Vision,Computer Graphics|Art Direction|Design|System Architecture|Brand Management,Bachelor's in Graphic Design|Bachelor's in Environmental Engineering|Bachelor's in Architecture
226,Chief Sustainability Officer,Business,Senior,80000,130000,5,10,Leadership|Strategic Thinking|Communication|Problem Solving|Ethics|Vision|Decision Making,Sustainability Planning|Environmental Management|SEM|Stakeholder Management|Change Management|Regulatory Compliance,Sustainability|Corporate Social Responsibility|Environmental Management|Business Strategy|Social Impact,Master's in Sustainability|Bachelor's in Sustainability|Bachelor's in Environmental Science
227,Cybersecurity Data Scientist,Technology,Senior,75000,115000,4,8,Analytical Thinking|Problem Solving|Technical Understanding|Communication|Attention to Detail|Research|Critical Thinking,Data Analysis|Security Automation|Machine Learning|Threat Intelligence|Security Monitoring|Programming,Cybersecurity|Data Science|Computational Intelligence|Network Security|AI,Master's in Cybersecurity|Master's in Data Science|Bachelor's in Computer Science
228,Interpretive Exhibit Designer,Creative,Mid,45000,70000,2,5,Creativity|Communication|Storytelling|Technical Understanding|Problem Solving|Research,UX Design|Urban Planning|Layout Design|Graphic Design|Content Creation|Tourism Planning,Design|Art|Design|User Experience|Art,Bachelor's in Product Design|Master's in History|Bachelor's in Product Design
229,Clinical Research Manager,Business,Senior,65000,95000,4,8,Leadership|Communication|Organization|Attention to Detail|Problem Solving|Technical Understanding|Ethics,Clinical Trials|Pharmaceutical Research|Regulatory Compliance|Project Management|Data Analysis|Prototyping,Medical Research|Medical Science|Healthcare|Corporate Governance|Scientific Research,Bachelor's in Health Sciences|Master's in Public Health|Bachelor's in Biology
230,Data Privacy Engineer,Technology,Mid,65000,95000,3,7,Problem Solving|Technical Understanding|Attention to Detail|Communication|Ethics|Analytical Thinking,Social Engineering|Cloud Security|Security Compliance|Security Architecture|Cryptography|Risk Assessment,Data Protection|Cybersecurity|Security|Information Security|Philanthropy,Bachelor's in Computer Science|Master's in Cybersecurity|Bachelor's in Information Security
231,Architectural Model Maker,Creative,Mid,40000,65000,2,5,Creativity|Technical Understanding|Attention to Detail|Problem Solving|Communication|Spatial Thinking,Model Training|Sketch|3D Modeling|Solidity|Auto Scaling|Manufacturing Processes,System Architecture|System Architecture|3D Design|Interactive Design|Visual Communication,Bachelor's in Architecture|Associate's in Graphic Design|Bachelor's in Industrial Design
232,Autonomous Robotics Engineer,Technology,Senior,75000,115000,4,8,Problem Solving|Technical Understanding|Research|Communication|Analytical Thinking|Attention to Detail|Creativity,AI Algorithms|Computer Vision|Security Monitoring|Reinforcement Learning|Machine Learning|Ruby,Robotics|Robotics|AI|Software Systems|Robotics,Master's in Artificial Intelligence|PhD in Artificial Intelligence|Bachelor's in Mechanical Engineering
233,Multimedia Artist,Creative,Mid,45000,70000,2,5,Creativity|Technical Understanding|Attention to Detail|Communication|Problem Solving|Adaptability,3D Modeling|Animation|Video Editing|Sound Design|Motion Graphics|UI Design,Visual Art|Digital Media|Animation|Interactive Design|Visual Effects,Bachelor's in Multimedia Design|Bachelor's in Digital Media|Bachelor's in Fine Arts
234,HR Business Partner,Business,Mid,55000,85000,3,7,Communication|Relationship Building|Problem Solving|Strategic Thinking|Empathy|Adaptability|Organization,HR Management|Employee Relations|Performance Management|Product Development|Performance Management|Change Management,Human Resources|Organizational Development|Team Management|Customer Experience|Human Resources,Bachelor's in Human Resources|Master's in Human Resources|Bachelor's in Psychology
235,Digital Twin Engineer,Technology,Mid,65000,95000,3,7,Problem Solving|Technical Understanding|Communication|Analytical Thinking|Attention to Detail|Spatial Thinking,Digital Forensics|Big Data|Sketch|Animation|Data Warehousing|3D Modeling,Digital Media|IoT|Computational Physics|Product Development|Product Management,Bachelor's in Computer Science|Bachelor's in System Administration|Master's in Engineering
236,Professional Blogger,Creative,Mid,35000,60000,1,5,Communication|Creativity|Self-motivation|Attention to Detail|Social Media Savvy|Research,Content Creation|SEO|Social Media Marketing|PHP|Copywriting|Digital Marketing,Publishing|Content Marketing|Digital Media|Technology|User Education,Bachelor's in Communications|Bachelor's in Journalism|Bachelor's in English
237,Contract Administrator,Business,Mid,45000,70000,2,5,Attention to Detail|Communication|Problem Solving|Organization|Analytical Thinking|Negotiation,Contract Negotiation|Legal Research|Security Compliance|Vendor Management|Contract Negotiation|Confluence,Operations Management|Security|Client Relations|Business Operations|Negotiation,Bachelor's in Business Administration|Bachelor's in Management|Associate's in Paralegal Studies
238,Reality Capture Specialist,Technology,Mid,50000,80000,2,5,Technical Understanding|Attention to Detail|Spatial Thinking|Problem Solving|Communication|Organization,3D Modeling|Photography|3D Modeling|Google Cloud|Continuous Integration|Computer Vision,Film|3D Design|Digital Media|System Architecture|Digital Content,Bachelor's in Mathematics|Bachelor's in Computer Science|Bachelor's in Architecture
239,Prop Designer,Creative,Mid,40000,65000,2,5,Creativity|Technical Understanding|Attention to Detail|Problem Solving|Communication|Research,UX Design|3D Modeling|Manufacturing Processes|Solidity|Sketch|Manufacturing Processes,Design|Theater|Film|Design|Research,Bachelor's in Theater Arts|Bachelor's in Fine Arts|Associate's in Graphic Design
240,Intellectual Property Manager,Business,Senior,65000,95000,4,8,Communication|Analytical Thinking|Attention to Detail|Problem Solving|Organization|Strategic Thinking|Research,Network Security|Legal Research|Brand Development|Network Security|Legal Research|Contract Negotiation,Technology|Product Development|Product Management|Accounting|Technology,Bachelor's in Law|Master's in Information Technology|Bachelor's in Business Administration
